,index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
4672,4672,2010-07-13,blond,35.0,10.0,37511.0,M,licence,forage,62.87,oui,0
4673,4673,2012-07-06,roux,33.0,9.0,36733.0,M,bac,geologie,69.16,non,0
4674,4674,2014-01-06,chatain,38.0,12.0,35342.0,F,licence,forage,54.6,non,0
4675,4675,2011-05-03,chatain,28.0,7.0,39790.0,F,master,archeologie,63.4,oui,0
4676,4676,2012-03-29,chatain,39.0,7.0,36539.0,F,master,archeologie,86.83,oui,0
4677,4677,2013-12-04,brun,28.0,13.0,36491.0,M,master,forage,75.63,oui,0
4678,4678,2014-05-06,brun,34.0,9.0,31704.0,M,master,geologie,63.01,non,0
4679,4679,2013-03-29,blond,30.0,5.0,31877.0,F,licence,forage,68.4,non,0
4680,4680,2014-04-26,brun,42.0,13.0,27063.0,F,master,geologie,88.85,non,0
4681,4681,2012-05-08,brun,29.0,8.0,28294.0,F,master,forage,91.06,non,0
4682,4682,2010-10-27,blond,43.0,7.0,32299.0,F,master,forage,87.45,oui,0
4683,4683,2010-12-17,chatain,45.0,10.0,27866.0,M,master,geologie,59.92,non,1
4684,4684,2010-02-11,roux,61.0,8.0,41267.0,M,licence,detective,79.41,oui,0
4685,4685,2010-09-04,chatain,35.0,9.0,44441.0,M,licence,detective,58.7,oui,0
4686,4686,2010-06-07,brun,26.0,10.0,41566.0,M,licence,detective,66.41,oui,0
4687,4687,2011-12-25,roux,40.0,5.0,26462.0,M,bac,geologie,71.2,non,0
4688,4688,2010-01-16,brun,32.0,7.0,35838.0,F,licence,geologie,80.17,non,0
4689,4689,2014-12-05,blond,36.0,10.0,34811.0,F,bac,geologie,56.59,non,0
4690,4690,2010-07-11,blond,25.0,4.0,31944.0,M,licence,forage,71.28,non,0
4691,4691,2013-12-14,chatain,31.0,5.0,35316.0,F,doctorat,detective,110.37,oui,0
4692,4692,2012-08-20,blond,35.0,8.0,27620.0,F,licence,geologie,96.29,non,0
4693,4693,2011-06-03,brun,38.0,10.0,28644.0,F,master,archeologie,78.4,oui,0
4694,4694,2011-08-06,blond,24.0,9.0,42207.0,M,bac,forage,54.69,non,0
4695,4695,2011-03-21,blond,37.0,6.0,28473.0,M,master,geologie,80.65,non,0
4696,4696,2012-07-08,blond,42.0,9.0,36800.0,M,bac,geologie,46.32,non,0
4697,4697,2012-08-08,chatain,35.0,16.0,31593.0,M,master,geologie,72.36,non,0
4698,4698,2012-09-13,brun,49.0,5.0,31490.0,F,master,detective,80.79,non,0
4699,4699,2012-02-22,chatain,29.0,6.0,44471.0,F,master,forage,77.49,oui,0
4700,4700,2010-12-22,chatain,21.0,7.0,,F,master,geologie,94.5,non,0
4701,4701,2010-12-09,blond,22.0,7.0,40269.0,M,licence,detective,93.77,,1
4702,4702,2011-08-12,brun,26.0,10.0,36987.0,F,master,archeologie,106.14,oui,0
4703,4703,2014-01-18,brun,54.0,7.0,32483.0,M,doctorat,forage,102.04,oui,0
4704,4704,2010-07-24,brun,32.0,8.0,38125.0,M,master,geologie,72.99,oui,1
4705,4705,2013-02-25,chatain,36.0,6.0,36255.0,F,master,geologie,88.96,non,0
4706,4706,2012-12-30,blond,42.0,8.0,33232.0,M,licence,geologie,66.12,non,0
4707,4707,2010-07-28,roux,38.0,12.0,44609.0,M,bac,geologie,45.37,oui,0
4708,4708,2012-06-01,brun,44.0,14.0,38458.0,F,licence,geologie,98.04,non,0
4709,4709,2011-11-12,chatain,37.0,10.0,29678.0,M,doctorat,geologie,71.48,non,0
4710,4710,2010-12-21,chatain,25.0,9.0,39220.0,F,licence,geologie,70.43,non,0
4711,4711,2013-12-05,brun,29.0,8.0,37242.0,F,licence,detective,75.87,non,0
4712,4712,2012-07-25,brun,42.0,6.0,31914.0,F,master,archeologie,93.83,oui,0
4713,4713,2011-07-16,roux,47.0,9.0,32381.0,M,bac,geologie,90.76,non,0
4714,4714,2014-02-24,chatain,38.0,11.0,43987.0,F,licence,detective,68.91,oui,0
4715,4715,2013-12-08,blond,16.0,5.0,25366.0,M,master,geologie,70.99,non,1
4716,4716,2010-04-11,blond,35.0,11.0,31408.0,M,doctorat,geologie,118.81,oui,0
4717,4717,2012-06-19,roux,17.0,8.0,31245.0,M,licence,geologie,70.37,non,0
4718,4718,2014-07-27,blond,30.0,7.0,42325.0,M,bac,geologie,66.87,non,0
4719,4719,2011-02-12,brun,35.0,7.0,37359.0,F,licence,detective,77.64,non,0
4720,4720,2010-11-10,chatain,34.0,11.0,33683.0,M,master,geologie,55.78,non,1
4721,4721,2013-03-03,chatain,46.0,16.0,44610.0,M,licence,forage,65.5,oui,0
4722,4722,2014-04-08,chatain,24.0,11.0,32274.0,F,doctorat,geologie,92.45,non,0
4723,4723,2010-12-15,chatain,30.0,10.0,26274.0,F,doctorat,forage,100.76,non,0
4724,4724,2012-08-23,chatain,31.0,7.0,28535.0,F,doctorat,geologie,70.81,non,0
4725,4725,2013-12-01,chatain,44.0,11.0,38202.0,F,licence,forage,73.86,non,0
4726,4726,2010-11-05,blond,23.0,5.0,27391.0,F,doctorat,detective,104.36,oui,0
4727,4727,2010-12-15,brun,29.0,7.0,30689.0,M,master,geologie,75.45,oui,1
4728,4728,2013-09-03,chatain,51.0,10.0,32693.0,F,licence,geologie,58.13,non,1
4729,4729,2013-05-26,blond,21.0,5.0,35289.0,M,licence,geologie,66.08,non,0
4730,4730,2012-01-31,brun,38.0,12.0,30705.0,F,licence,geologie,75.33,non,0
4731,4731,2013-06-26,,56.0,7.0,41518.0,M,bac,geologie,60.18,non,0
4732,4732,2011-06-25,chatain,41.0,11.0,32835.0,M,doctorat,geologie,79.85,oui,0
4733,4733,2011-08-20,brun,16.0,8.0,35404.0,F,licence,forage,84.94,non,0
4734,4734,2010-03-12,chatain,39.0,13.0,53977.0,M,licence,detective,30.71,oui,0
4735,4735,2014-09-23,chatain,40.0,11.0,35587.0,F,licence,forage,91.69,non,0
4736,4736,2011-10-28,blond,27.0,12.0,43153.0,M,bac,geologie,51.12,non,0
4737,4737,2011-01-26,blond,35.0,15.0,34991.0,M,doctorat,detective,85.57,oui,0
4738,4738,2012-07-19,blond,35.0,6.0,37107.0,M,licence,geologie,64.33,non,0
4739,4739,2012-11-09,roux,35.0,5.0,32303.0,M,licence,geologie,80.44,oui,0
4740,4740,2013-12-18,brun,39.0,18.0,28304.0,M,doctorat,forage,85.22,oui,0
4741,4741,2010-11-01,blond,35.0,9.0,31635.0,M,master,detective,79.79,oui,0
4742,4742,2010-12-05,blond,21.0,11.0,26145.0,F,licence,detective,112.62,non,0
4743,4743,2011-04-10,blond,37.0,9.0,41661.0,M,licence,geologie,88.37,oui,1
4744,4744,2014-04-25,blond,29.0,11.0,30962.0,F,licence,detective,99.95,non,0
4745,4745,2012-02-05,blond,32.0,11.0,41304.0,M,licence,detective,77.23,oui,0
4746,4746,2012-04-18,roux,46.0,8.0,34283.0,M,bac,forage,59.58,non,0
4747,4747,2014-08-11,blond,39.0,10.0,34792.0,F,bac,detective,,non,0
4748,4748,2010-03-29,chatain,32.0,9.0,33084.0,M,doctorat,detective,80.28,oui,0
4749,4749,2014-04-27,chatain,29.0,14.0,32025.0,F,doctorat,forage,108.9,oui,0
4750,4750,2013-08-05,roux,36.0,12.0,37306.0,M,bac,geologie,45.22,non,0
4751,4751,2012-09-29,brun,32.0,11.0,,M,licence,geologie,57.28,non,0
4752,4752,2012-07-19,brun,37.0,8.0,37999.0,M,master,forage,96.25,oui,0
4753,4753,2012-02-15,chatain,40.0,10.0,32273.0,F,doctorat,detective,83.89,oui,0
4754,4754,2013-11-22,blond,47.0,6.0,40514.0,M,bac,geologie,49.52,non,0
4755,4755,2014-05-08,chatain,42.0,10.0,33139.0,F,master,geologie,48.45,non,1
4756,4756,2014-09-28,chatain,41.0,8.0,28904.0,M,doctorat,geologie,83.9,non,0
4757,4757,2010-09-22,roux,31.0,13.0,40281.0,F,bac,archeologie,99.08,oui,0
4758,4758,2014-07-05,brun,34.0,12.0,34040.0,M,licence,geologie,32.85,non,0
4759,4759,2010-12-17,blond,37.0,8.0,32049.0,M,licence,geologie,61.13,non,0
4760,4760,2013-07-16,blond,37.0,13.0,38216.0,F,bac,detective,75.74,non,1
4761,4761,2014-10-09,brun,34.0,6.0,35165.0,F,licence,geologie,66.48,non,1
4762,4762,2013-04-29,blond,24.0,6.0,34571.0,M,licence,geologie,62.53,non,0
4763,4763,2011-10-13,brun,48.0,7.0,35427.0,F,bac,archeologie,73.72,non,1
4764,4764,2013-08-16,chatain,27.0,10.0,31588.0,M,doctorat,forage,48.64,non,1
4765,4765,2012-10-18,brun,53.0,10.0,42955.0,M,licence,detective,73.76,oui,0
4766,4766,2014-11-03,brun,50.0,10.0,35661.0,F,licence,detective,66.66,non,0
4767,4767,2013-05-28,brun,,11.0,38913.0,F,licence,detective,67.79,oui,0
4768,4768,2012-10-08,blond,22.0,9.0,44137.0,M,bac,geologie,49.5,non,0
4769,4769,2011-08-17,brun,52.0,8.0,36917.0,F,licence,geologie,86.03,non,0
4770,4770,2010-09-24,blond,35.0,7.0,32088.0,M,licence,geologie,73.96,non,0
4771,4771,2013-05-10,brun,28.0,6.0,37946.0,M,master,forage,75.57,oui,0
4772,4772,2013-12-29,brun,35.0,5.0,34860.0,F,licence,detective,88.41,non,0
4773,4773,2011-11-27,roux,50.0,7.0,36542.0,M,licence,geologie,82.0,non,0
4774,4774,2011-05-21,brun,42.0,10.0,39753.0,F,master,detective,78.26,oui,0
4775,4775,2012-06-06,brun,34.0,9.0,41865.0,M,bac,geologie,47.42,non,0
4776,4776,2010-10-22,blond,51.0,12.0,,M,bac,geologie,46.63,non,0
4777,4777,2012-02-09,brun,51.0,8.0,34856.0,M,master,geologie,84.58,non,0
4778,4778,2012-12-18,blond,12.0,5.0,35195.0,M,licence,detective,77.79,oui,0
4779,4779,2011-02-27,brun,38.0,10.0,44217.0,M,licence,geologie,47.45,non,0
4780,4780,2010-10-30,roux,47.0,9.0,39151.0,F,bac,geologie,71.82,non,0
4781,4781,2012-03-12,roux,28.0,16.0,32240.0,M,licence,detective,83.44,oui,0
4782,4782,2011-03-27,chatain,10.0,9.0,34707.0,F,doctorat,detective,98.51,oui,0
4783,4783,2014-02-26,chatain,22.0,9.0,40010.0,F,master,archeologie,65.64,oui,0
4784,4784,2011-05-09,brun,31.0,9.0,30975.0,M,licence,archeologie,72.09,non,1
4785,4785,2014-09-25,brun,23.0,9.0,37456.0,F,licence,geologie,93.33,non,0
4786,4786,2011-07-17,brun,45.0,6.0,42362.0,M,licence,geologie,30.52,non,0
4787,4787,2013-05-16,chatain,40.0,11.0,38534.0,M,licence,geologie,48.67,non,0
4788,4788,2011-03-14,blond,26.0,13.0,31569.0,F,licence,geologie,85.74,non,1
4789,4789,2010-09-29,roux,37.0,8.0,33037.0,M,bac,geologie,77.15,non,0
4790,4790,2012-03-27,chatain,50.0,7.0,27517.0,M,doctorat,geologie,74.09,non,0
4791,4791,2010-05-28,blond,35.0,10.0,51332.0,M,bac,geologie,31.42,oui,0
4792,4792,2012-12-03,blond,40.0,14.0,34087.0,M,licence,geologie,86.26,non,0
4793,4793,2014-11-30,blond,30.0,7.0,35724.0,M,licence,detective,92.96,oui,1
4794,4794,2012-08-25,blond,48.0,10.0,35301.0,F,licence,forage,86.23,non,0
4795,4795,2012-10-30,brun,41.0,12.0,32372.0,M,master,detective,56.65,non,0
4796,4796,2010-01-17,brun,32.0,11.0,31856.0,M,doctorat,geologie,110.22,oui,0
4797,4797,2011-07-25,blond,26.0,10.0,30915.0,F,licence,geologie,78.9,non,0
4798,4798,2010-02-11,brun,41.0,11.0,31293.0,F,master,detective,85.79,oui,0
4799,4799,2010-01-20,brun,35.0,8.0,27827.0,F,master,detective,95.07,non,0
4800,4800,2014-07-06,roux,22.0,3.0,30586.0,F,bac,geologie,87.84,non,0
4801,4801,2010-05-21,roux,32.0,12.0,34300.0,M,licence,geologie,50.03,non,0
4802,4802,2010-09-08,chatain,34.0,5.0,36330.0,F,master,detective,64.86,oui,0
4803,4803,2012-04-09,blond,36.0,9.0,34408.0,M,doctorat,geologie,72.76,oui,0
4804,4804,2011-05-02,blond,43.0,8.0,33352.0,M,master,geologie,74.52,non,0
4805,4805,2011-10-25,chatain,35.0,9.0,34453.0,F,master,geologie,46.34,non,1
4806,4806,2012-07-29,chatain,36.0,8.0,32480.0,F,doctorat,geologie,92.75,oui,0
4807,4807,2014-03-14,blond,28.0,9.0,35358.0,M,licence,detective,68.88,oui,0
4808,4808,2012-06-10,,20.0,11.0,27377.0,M,master,geologie,71.56,non,0
4809,4809,2013-11-20,brun,36.0,12.0,41899.0,M,doctorat,geologie,73.07,oui,1
4810,4810,2012-01-25,chatain,44.0,12.0,36517.0,F,master,detective,65.22,non,1
4811,4811,2012-03-21,brun,36.0,9.0,32574.0,M,licence,geologie,76.6,non,0
4812,4812,2014-11-17,brun,53.0,11.0,39818.0,M,licence,geologie,75.37,oui,1
4813,4813,2013-05-13,blond,32.0,10.0,40154.0,M,licence,detective,64.23,oui,0
4814,4814,2013-09-11,brun,38.0,8.0,28333.0,M,doctorat,geologie,,oui,0
4815,4815,2012-12-23,chatain,27.0,11.0,27675.0,F,doctorat,forage,91.44,non,0
4816,4816,2013-08-26,blond,28.0,12.0,33598.0,M,master,geologie,92.0,oui,0
4817,4817,2013-09-24,blond,31.0,6.0,34466.0,M,master,geologie,69.14,non,0
4818,4818,2011-09-14,blond,36.0,6.0,43212.0,F,bac,detective,49.54,non,0
4819,4819,2010-10-21,chatain,15.0,7.0,38961.0,F,licence,geologie,73.71,non,0
4820,4820,2013-04-15,brun,21.0,9.0,35148.0,F,master,forage,84.56,oui,0
4821,4821,2012-02-10,blond,22.0,6.0,28294.0,F,master,detective,98.41,oui,0
4822,4822,2014-07-22,chatain,40.0,13.0,25925.0,F,doctorat,detective,97.09,oui,0
4823,4823,2011-06-28,brun,47.0,12.0,32873.0,M,master,forage,73.54,non,0
4824,4824,2012-12-09,brun,27.0,8.0,27775.0,M,doctorat,geologie,115.87,oui,0
4825,4825,2014-06-04,roux,40.0,8.0,34963.0,M,licence,geologie,96.13,oui,1
4826,4826,2014-09-30,roux,41.0,11.0,37795.0,M,licence,geologie,95.0,oui,1
4827,4827,2013-12-16,brun,32.0,10.0,30276.0,F,licence,geologie,74.79,non,0
4828,4828,2011-02-13,brun,43.0,11.0,27953.0,M,master,geologie,73.52,non,0
4829,4829,2014-05-09,chatain,20.0,4.0,28290.0,F,master,detective,96.02,non,0
4830,4830,2011-05-29,blond,27.0,12.0,34810.0,M,bac,geologie,55.92,non,0
4831,4831,2013-11-03,chatain,26.0,11.0,27344.0,F,doctorat,geologie,111.88,oui,0
4832,4832,2011-07-26,blond,50.0,7.0,36556.0,M,master,forage,97.55,oui,0
4833,4833,2012-06-03,roux,17.0,8.0,32816.0,M,licence,geologie,106.63,non,0
4834,4834,2011-02-03,roux,26.0,9.0,27216.0,M,master,forage,66.63,oui,0
4835,4835,2012-09-30,chatain,48.0,12.0,40109.0,F,doctorat,detective,69.8,oui,0
4836,4836,2011-09-12,blond,42.0,6.0,38035.0,F,licence,forage,56.62,non,0
4837,4837,2013-09-16,blond,35.0,7.0,28063.0,F,master,forage,100.14,non,0
4838,4838,2012-03-13,chatain,35.0,12.0,36189.0,M,doctorat,detective,90.03,oui,0
4839,4839,2010-02-19,chatain,38.0,13.0,36589.0,M,master,detective,67.25,oui,0
4840,4840,2013-04-06,chatain,15.0,14.0,42574.0,M,master,detective,53.35,oui,0
4841,4841,2014-06-06,blond,7.0,9.0,34143.0,M,master,forage,,oui,0
4842,4842,2011-10-19,brun,33.0,9.0,33842.0,M,master,detective,96.97,oui,0
4843,4843,2012-11-03,chatain,24.0,8.0,29440.0,M,doctorat,geologie,77.03,non,0
4844,4844,2010-01-15,chatain,29.0,13.0,32423.0,F,licence,geologie,53.48,non,0
4845,4845,2013-08-25,chatain,32.0,11.0,37772.0,F,master,archeologie,71.15,oui,0
4846,4846,2013-11-28,blond,22.0,14.0,39663.0,M,licence,forage,85.39,oui,0
4847,4847,2011-11-11,chatain,20.0,9.0,32886.0,F,doctorat,detective,86.78,oui,0
4848,4848,2012-04-27,blond,44.0,13.0,28774.0,M,master,geologie,77.36,oui,0
4849,4849,2011-01-20,brun,9.0,7.0,34444.0,F,master,geologie,80.2,non,0
4850,4850,2011-10-12,roux,30.0,20.0,41417.0,M,bac,geologie,56.32,non,0
4851,4851,2012-02-13,chatain,22.0,7.0,38868.0,M,doctorat,geologie,71.14,oui,0
4852,4852,2014-07-30,brun,56.0,9.0,35241.0,M,master,geologie,73.9,non,0
4853,4853,2010-02-24,brun,32.0,11.0,36482.0,F,master,detective,93.51,oui,0
4854,4854,2010-11-27,brun,35.0,11.0,33622.0,F,master,archeologie,95.26,oui,0
4855,4855,2014-07-29,brun,,12.0,36198.0,M,master,geologie,63.29,oui,0
4856,4856,2011-10-25,roux,35.0,12.0,41252.0,M,bac,geologie,55.72,non,0
4857,4857,2014-08-12,brun,52.0,10.0,34916.0,F,licence,geologie,63.28,non,0
4858,4858,2010-01-05,chatain,52.0,10.0,28599.0,F,licence,archeologie,51.55,non,1
4859,4859,2014-08-09,brun,36.0,8.0,39724.0,M,licence,geologie,70.43,non,0
4860,4860,2010-07-21,roux,36.0,6.0,31133.0,F,licence,detective,80.71,non,0
4861,4861,2013-11-10,chatain,28.0,8.0,34597.0,F,master,forage,91.1,non,0
4862,4862,2013-04-14,chatain,44.0,8.0,33153.0,M,master,geologie,43.76,non,0
4863,4863,2013-06-15,chatain,39.0,8.0,35968.0,M,master,geologie,45.67,non,0
4864,4864,2014-05-18,brun,41.0,11.0,39893.0,M,licence,geologie,72.59,oui,0
4865,4865,2010-04-09,blond,29.0,9.0,43463.0,M,licence,geologie,78.97,oui,1
4866,4866,2010-10-21,blond,36.0,10.0,17450.0,M,master,geologie,103.98,non,0
4867,4867,2011-09-10,brun,34.0,7.0,37393.0,F,licence,geologie,67.23,non,1
4868,4868,2011-12-26,chatain,33.0,12.0,33551.0,M,master,geologie,66.73,non,1
4869,4869,2011-08-01,chatain,52.0,8.0,29778.0,F,doctorat,detective,84.47,oui,0
4870,4870,2012-12-30,brun,33.0,6.0,33993.0,F,licence,geologie,60.47,non,1
4871,4871,2014-03-26,brun,28.0,12.0,35500.0,M,licence,geologie,56.88,non,0
4872,4872,2013-10-02,roux,21.0,11.0,32370.0,M,master,forage,74.07,oui,0
4873,4873,2010-10-03,brun,28.0,11.0,37201.0,F,master,geologie,71.98,oui,1
4874,4874,2012-10-25,chatain,39.0,11.0,39907.0,F,doctorat,detective,106.42,oui,0
4875,4875,2010-12-28,blond,48.0,9.0,20162.0,M,master,geologie,104.44,non,0
4876,4876,2014-02-08,chatain,30.0,11.0,29695.0,F,master,geologie,98.25,non,0
4877,4877,2013-02-11,blond,39.0,6.0,29947.0,M,doctorat,geologie,94.85,oui,1
4878,4878,2014-02-11,chatain,38.0,5.0,31772.0,M,master,geologie,66.88,non,0
4879,4879,2010-01-13,blond,46.0,11.0,34640.0,F,licence,forage,76.73,non,0
4880,4880,2014-06-24,blond,32.0,10.0,34826.0,M,licence,detective,70.49,oui,0
4881,4881,2014-10-06,brun,31.0,11.0,36897.0,M,licence,geologie,56.9,non,0
4882,4882,2014-12-25,brun,33.0,13.0,38008.0,F,licence,geologie,73.26,non,0
4883,4883,2012-11-18,chatain,36.0,9.0,28440.0,F,doctorat,geologie,80.72,non,0
4884,4884,2012-05-26,brun,42.0,5.0,34206.0,M,licence,geologie,71.4,non,0
4885,4885,2014-07-25,brun,48.0,15.0,40870.0,M,licence,,54.19,non,0
4886,4886,2014-10-16,chatain,45.0,12.0,31487.0,M,master,geologie,73.19,non,0
4887,4887,2012-09-23,blond,35.0,7.0,35734.0,M,bac,detective,83.03,non,1
4888,4888,2011-07-09,roux,33.0,8.0,32999.0,M,licence,detective,69.14,oui,0
4889,4889,2013-07-24,brun,26.0,7.0,35655.0,M,licence,geologie,74.31,non,0
4890,4890,2012-02-04,roux,37.0,5.0,28282.0,F,licence,geologie,87.74,non,0
4891,4891,2012-10-04,brun,32.0,14.0,34998.0,F,master,detective,81.18,oui,0
4892,4892,2013-03-27,brun,39.0,11.0,30399.0,M,master,geologie,80.45,non,0
4893,4893,2010-09-21,chatain,35.0,11.0,37281.0,F,master,forage,91.96,oui,0
4894,4894,2010-11-09,brun,43.0,8.0,31281.0,F,doctorat,detective,106.44,oui,0
4895,4895,2013-05-21,brun,35.0,6.0,34521.0,M,master,forage,71.84,oui,0
4896,4896,2010-04-05,chatain,39.0,9.0,38690.0,F,master,archeologie,100.37,oui,0
4897,4897,2012-08-22,blond,51.0,8.0,33407.0,M,licence,geologie,76.49,non,0
4898,4898,2013-11-27,chatain,27.0,10.0,39001.0,F,master,detective,55.13,non,0
4899,4899,2014-02-27,brun,36.0,10.0,33328.0,F,licence,forage,83.78,non,0
4900,4900,2013-09-17,blond,22.0,13.0,27823.0,M,master,geologie,88.81,oui,0
4901,4901,2013-07-21,brun,47.0,5.0,34269.0,F,licence,detective,73.22,non,0
4902,4902,2011-03-14,brun,27.0,9.0,25633.0,F,licence,geologie,79.55,non,0
4903,4903,2010-12-08,roux,24.0,6.0,27494.0,M,master,geologie,92.37,oui,0
4904,4904,2010-10-02,brun,14.0,8.0,40834.0,F,master,archeologie,92.79,oui,0
4905,4905,2014-01-06,chatain,36.0,9.0,36477.0,M,master,geologie,77.21,oui,0
4906,4906,2013-02-13,chatain,46.0,10.0,35922.0,F,licence,forage,80.65,non,0
4907,4907,2012-03-04,brun,28.0,9.0,39511.0,F,master,detective,88.81,oui,0
4908,4908,2010-03-15,blond,28.0,15.0,38593.0,M,master,detective,83.32,oui,0
4909,4909,2013-04-09,brun,37.0,8.0,34234.0,M,doctorat,forage,96.52,oui,0
4910,4910,2013-07-11,brun,37.0,14.0,36818.0,M,master,forage,83.29,oui,0
4911,4911,2012-01-16,chatain,48.0,9.0,35928.0,F,licence,geologie,80.72,non,0
4912,4912,2013-09-27,chatain,20.0,7.0,38872.0,M,doctorat,geologie,92.21,oui,0
4913,4913,2010-01-02,brun,35.0,8.0,45315.0,M,licence,forage,76.8,oui,0
4914,4914,2012-06-12,brun,43.0,6.0,41881.0,M,licence,geologie,74.79,oui,0
4915,4915,2010-03-06,blond,29.0,12.0,30572.0,F,licence,detective,67.89,non,0
4916,4916,2013-07-10,blond,28.0,9.0,41361.0,M,bac,geologie,80.12,non,0
4917,4917,2010-09-06,chatain,46.0,14.0,21168.0,F,doctorat,archeologie,126.42,oui,0
4918,4918,2011-01-24,brun,36.0,11.0,37703.0,M,licence,geologie,45.26,,0
4919,4919,2014-01-14,chatain,31.0,,40396.0,M,master,forage,75.18,oui,0
4920,4920,2014-06-06,roux,51.0,7.0,35856.0,M,bac,geologie,49.27,non,0
4921,4921,2013-06-06,roux,40.0,11.0,25197.0,M,master,geologie,103.68,non,0
4922,4922,2011-01-27,chatain,35.0,5.0,35129.0,F,doctorat,detective,83.11,oui,0
4923,4923,2011-01-17,blond,29.0,14.0,37509.0,M,licence,forage,80.23,oui,1
4924,4924,2014-09-14,brun,18.0,7.0,32232.0,M,master,geologie,86.95,non,0
4925,4925,2011-10-14,blond,43.0,6.0,30540.0,M,licence,geologie,76.58,non,0
4926,4926,2011-03-15,brun,30.0,10.0,42197.0,F,licence,archeologie,77.08,oui,0
4927,4927,2013-03-31,brun,62.0,10.0,37929.0,M,master,geologie,73.64,oui,0
4928,4928,2012-04-18,blond,32.0,11.0,34398.0,F,licence,detective,88.6,non,0
4929,4929,2010-05-20,blond,33.0,12.0,33360.0,F,master,archeologie,79.87,oui,0
4930,4930,2013-05-06,brun,30.0,10.0,29298.0,M,master,geologie,51.31,non,0
4931,4931,2013-09-12,chatain,36.0,9.0,39669.0,F,master,forage,80.67,non,0
4932,4932,2010-04-16,chatain,28.0,10.0,27311.0,F,doctorat,detective,88.42,oui,0
4933,4933,2013-04-24,chatain,37.0,4.0,34208.0,F,master,,87.67,non,0
4934,4934,2013-01-19,brun,19.0,12.0,35581.0,M,master,geologie,76.79,oui,0
4935,4935,2013-10-14,roux,35.0,9.0,34992.0,M,licence,geologie,56.39,non,0
4936,4936,2014-08-04,blond,40.0,11.0,29599.0,F,licence,geologie,74.17,non,0
4937,4937,2014-09-28,blond,45.0,8.0,39600.0,M,bac,forage,55.1,non,0
4938,4938,2012-08-13,blond,40.0,12.0,37210.0,M,licence,geologie,55.8,non,0
4939,4939,2013-09-06,chatain,42.0,13.0,31125.0,F,doctorat,detective,108.81,oui,0
4940,4940,2011-02-06,brun,59.0,10.0,30564.0,M,master,geologie,85.96,non,0
4941,4941,2013-02-08,chatain,42.0,9.0,33677.0,M,master,geologie,59.62,,0
4942,4942,2013-05-01,blond,34.0,8.0,34602.0,F,licence,detective,83.39,non,0
4943,4943,2014-03-09,blond,30.0,12.0,41356.0,F,licence,forage,85.47,oui,1
4944,4944,2011-04-14,blond,47.0,16.0,30607.0,F,licence,geologie,65.96,non,0
4945,4945,2013-02-12,chatain,9.0,10.0,33316.0,F,licence,archeologie,62.74,non,1
4946,4946,2012-03-01,blond,34.0,10.0,37701.0,M,licence,geologie,46.7,non,0
4947,4947,2011-08-15,blond,33.0,10.0,34695.0,M,licence,forage,66.79,non,0
4948,4948,2013-03-18,blond,32.0,12.0,29730.0,M,master,detective,58.3,oui,0
4949,4949,2010-08-01,chatain,21.0,10.0,32060.0,F,master,detective,92.85,oui,0
4950,4950,2013-01-24,blond,29.0,11.0,30454.0,F,master,detective,112.73,oui,0
4951,4951,2014-05-02,chatain,46.0,11.0,41414.0,M,licence,forage,44.95,non,0
4952,4952,2012-12-24,chatain,35.0,7.0,37399.0,F,,geologie,62.41,non,0
4953,4953,2011-02-23,blond,33.0,10.0,39196.0,M,licence,geologie,57.54,non,0
4954,4954,2011-08-01,chatain,13.0,9.0,37917.0,F,master,detective,82.8,oui,0
4955,4955,2012-11-10,brun,19.0,8.0,38011.0,F,master,archeologie,77.36,oui,0
4956,4956,2012-03-13,blond,46.0,15.0,33767.0,M,licence,geologie,69.11,non,0
4957,4957,2013-10-21,brun,31.0,9.0,26518.0,F,doctorat,archeologie,121.76,oui,0
4958,4958,2012-09-06,chatain,33.0,8.0,31454.0,M,doctorat,forage,83.03,oui,0
4959,4959,2012-09-28,chatain,24.0,12.0,30718.0,M,doctorat,geologie,89.85,oui,0
4960,4960,2013-10-06,blond,42.0,14.0,24162.0,M,master,forage,93.8,,0
4961,4961,2010-01-27,roux,28.0,12.0,39830.0,M,bac,geologie,83.39,non,0
4962,4962,2010-04-22,chatain,52.0,6.0,34728.0,F,doctorat,forage,110.69,oui,0
4963,4963,2013-08-17,brun,29.0,9.0,33035.0,F,master,forage,90.0,oui,0
4964,4964,2010-04-04,blond,49.0,4.0,28211.0,F,master,forage,100.1,non,0
4965,4965,2013-10-29,brun,34.0,8.0,35966.0,F,licence,forage,73.82,non,0
4966,4966,2012-09-29,brun,29.0,8.0,38790.0,F,bac,geologie,86.15,non,0
4967,4967,2011-10-05,brun,33.0,3.0,24311.0,M,doctorat,geologie,85.55,oui,0
4968,4968,2012-12-10,brun,40.0,11.0,29307.0,M,master,geologie,83.18,non,1
4969,4969,2014-01-15,roux,35.0,10.0,33328.0,F,licence,detective,81.43,non,0
4970,4970,2014-11-23,brun,36.0,10.0,40022.0,M,master,detective,59.01,oui,0
4971,4971,2012-08-23,chatain,35.0,8.0,29853.0,F,master,geologie,88.34,non,0
4972,4972,2011-01-31,brun,21.0,13.0,27641.0,F,doctorat,forage,103.92,oui,0
